"","version","query","location","paginationPayload","dupefilter","highlight","totalResults","start","end","pageNumber","results.jobtitle","results.company","results.city","results.state","results.country","results.formattedLocation","results.source","results.date","results.snippet","results.url","results.onmousedown","results.jobkey","results.sponsored","results.expired","results.indeedApply","results.formattedLocationFull","results.formattedRelativeTime","results.stations","status","period","currency","minSal","maxSal"
"1",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"ANALISTAS DE NEGOCIO","Grupo Bimbo","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Grupo Bimbo","Sat, 31 Dec 2016 08:01:15 GMT","ANALISTAS DE NEGOCIO SUPERVISOR ANALISTA A Alvaro Obregon D. F., México, D.F. Domicilio PROLONGACION PASEO DE LA REFOR 1000 Requisitos generales EN...","http://www.indeed.com.mx/viewjob?jk=57ad9f3bbcb615fb&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","57ad9f3bbcb615fb",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 20 días","","unknown","unknown","USD",15000,17000
"2",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"DOCENTES","Universidad Latina,S.C.","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Universidad Latina","Thu, 12 Jan 2017 12:21:48 GMT","Estas interesado en pertenecer a una institución educativa con prestigio y altos estándares educativos la Universidad Latina (UNILA) te invita a formar parte","http://www.indeed.com.mx/viewjob?jk=48f46e77f2650936&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","48f46e77f2650936",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 8 días","","unknown","unknown","USD",NA,NA
"3",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Información (Inteligencia del negocio)","Farmacias Similares","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Fri, 20 Jan 2017 06:26:38 GMT","Sistemas, informática, <b>actuaría</b> o Científico de datos (título). 25 en adelante....","http://www.indeed.com.mx/viewjob?jk=567e12db3a84e957&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","567e12db3a84e957",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 19 horas","","unknown","unknown","USD",NA,NA
"4",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista MIS Riesgo","Crédito Familiar","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Fri, 20 Jan 2017 06:26:00 GMT","Educación y Certificaciones Licenciatura en Sistemas, Informática, <b>Actuaría</b>, Matemáticas y/o Economía (Titulado). ¡Gracias por tu interés en Crédito Familiar!...","http://www.indeed.com.mx/viewjob?jk=bfb75d03f35f6df2&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","bfb75d03f35f6df2",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 19 horas","","unknown","unknown","USD",NA,NA
"5",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de información para Inteligencia de Negocios BI","IKE ASISTENCIA","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Wed, 18 Jan 2017 06:45:15 GMT","Concluida <b>actuaria</b>, matemáticas o Ingeniería industrial. Elaboración de presupuesto....","http://www.indeed.com.mx/viewjob?jk=87446cb5a0dd39b3&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","87446cb5a0dd39b3",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 2 días","","unknown","unknown","USD",NA,NA
"6",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de activo Fijo e inventarios","ELEKTRA","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Mon, 16 Jan 2017 18:21:31 GMT","Contabilidad / Economía / Finanzas / <b>Actuaria</b>, afín (Titulado o pasante). Estamos buscando a nuestros próximos socios para la posición de:....","http://www.indeed.com.mx/viewjob?jk=cb1d073418546d8f&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","cb1d073418546d8f",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 4 días","","unknown","unknown","USD",12000,12000
"7",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de riesgos financieros","Financiera Independencia","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Financiera Independencia","Thu, 12 Jan 2017 23:34:46 GMT","<b>Actuaría</b>, Matemáticas, Estadística. Se encuentra en la búsqueda de talento clave para laborar en sus oficinas corporativas ubicadas en Santa Fe para la...","http://www.indeed.com.mx/viewjob?jk=b1fb757bdc8569ba&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","b1fb757bdc8569ba",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 8 días","","unknown","unknown","USD",NA,NA
"8",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"ANALISTA CONTROL INFORMACION","Seguros Monterrey","","","MX","México","Seguros Monterrey","Sat, 21 Jan 2017 00:02:14 GMT","<b>Actuaría</b>, Matemáticas Aplicadas, Ingeniería. Detectar factores de éxito mediante los resultados obtenidos del análisis de los resultados de la compañía, para...","http://www.indeed.com.mx/viewjob?jk=1bd3b39b74b7270e&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","1bd3b39b74b7270e",FALSE,FALSE,FALSE,"México","hace 2 horas","","unknown","unknown","USD",NA,NA
"9",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"ANALISTA DE INFORMACIÓN // RECIÉN EGRESADOS","CREDITO REAL","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Fri, 13 Jan 2017 06:16:21 GMT","<b>Actuaría</b>, Finanzas, Industrial o afín (recién egresados, pasantes 100% créditos o titulados). IMPORTANTE EMPRESA FINANCIERA....","http://www.indeed.com.mx/viewjob?jk=22c5744b97200353&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","22c5744b97200353",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 7 días","","unknown","unknown","USD",NA,NA
"10",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"CONTROL INTERNO","BBVA Provincial","","","MX","México","BBVA Provincial","Tue, 20 Dec 2016 23:57:47 GMT","Licenciatura en Administración, Economía, Ingeniero, <b>Actuaría</b> y/o Finanzas. El talento de nuestra gente nos hace la institución financiera más sólida del país....","http://www.indeed.com.mx/viewjob?jk=26e884ccf40b0172&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","26e884ccf40b0172",FALSE,FALSE,FALSE,"México","hace 30+ días","","unknown","unknown","USD",23100,23100
"11",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista Actuarial GNP","GNP Seguros Corporativo","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Thu, 12 Jan 2017 06:14:53 GMT","Licenciatura en <b>Actuaría</b>. INTEGRATE A LA COMPAÑÍA DE SEGUROS CON MÁS DE 100 AÑOS EN EL MERCADO SIENDO LÍDER Y EMPRESA 100% MEXICANA....","http://www.indeed.com.mx/viewjob?jk=93f8aff01f0e1b8a&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","93f8aff01f0e1b8a",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 8 días","","unknown","unknown","USD",10000,10000
"12",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Riesgos Financieros","Citi","Cuauhtémoc","DIF","MX","Cuauhtémoc, D. F.","Citi","Wed, 18 Jan 2017 13:04:13 GMT","Licenciatura en matemáticas aplicadas o <b>Actuaría</b> terminada. Yes, 100 % of the Time....","http://www.indeed.com.mx/viewjob?jk=eded81b22653b99e&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","eded81b22653b99e",FALSE,FALSE,FALSE,"Cuauhtémoc, D. F.","hace 2 días","","unknown","unknown","USD",NA,NA
"13",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"ANALISTA DE NEGOCIO","Grupo Bimbo","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Grupo Bimbo","Sat, 31 Dec 2016 08:01:11 GMT","<b>Actuarios</b>, Ing matematicos, economistas o carreras afines. ANALISTA DE NEGOCIO....","http://www.indeed.com.mx/viewjob?jk=374cd38e9eda90b5&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","374cd38e9eda90b5",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 20 días","","unknown","unknown","USD",NA,NA
"14",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Índices (Lic. Actuaría / Finanzas / Económico-Administrativas)","Bolsa Mexicana de Valores","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Thu, 05 Jan 2017 18:05:27 GMT","<b>Actuaría</b>, Finanzas, Economía o afín (Titulado). El Grupo BMV (Bolsa Mexicana de Valores) se conforma por empresas que en conjunto ofrecen servicios integrales...","http://www.indeed.com.mx/viewjob?jk=1089281d756840a4&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","1089281d756840a4",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 15 días","","unknown","unknown","USD",NA,NA
"15",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Riesgos","Metrofinanciera","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Wed, 04 Jan 2017 06:14:08 GMT","Recién egresado de la carrera de <b>Actuaría</b>, Matemáticas o carrera a fin. Preferentemente sexo masculino....","http://www.indeed.com.mx/viewjob?jk=5f7d054045ba66cc&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","5f7d054045ba66cc",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 16 días","","unknown","unknown","USD",NA,NA
"16",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Precios.","Farmacias San Pablo","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Wed, 04 Jan 2017 06:04:20 GMT","Licenciatura en <b>Actuaría</b>, Matemáticas, Economía. Farmacias San Pablo por crecimiento te invita a formar parte de su equipo de trabajo como....","http://www.indeed.com.mx/viewjob?jk=d3be0bb85a37c35e&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","d3be0bb85a37c35e",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 16 días","","unknown","unknown","USD",NA,NA
"17",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista Investigacion de Mercados","Kimberly-Clark de México","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Tue, 03 Jan 2017 18:03:07 GMT","<b>Actuaría</b>, Matemáticas Aplicadas, Mercadotecnia o afín. Empresa líder en el sector de consumo masivo, está buscando un(a):....","http://www.indeed.com.mx/viewjob?jk=365e33f984a7b0da&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","365e33f984a7b0da",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 17 días","","unknown","unknown","USD",NA,NA
"18",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"ANALISTA DE CUENTAS POR COBRAR","SIMBIOS S.A. DE C.V.","Azcapotzalco","DIF","MX","Azcapotzalco, D. F.","bumeran.com.mx","Wed, 18 Jan 2017 06:23:39 GMT","Licenciatura o Pasante en Contabilidad Pública ó <b>Actuario</b>. Importante empresa de autobuses solicita Analista de Cuentas por Cobrar con conocimientos en Sistema...","http://www.indeed.com.mx/viewjob?jk=7bc4829734e0cd99&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","7bc4829734e0cd99",FALSE,FALSE,FALSE,"Azcapotzalco, D. F.","hace 2 días","","unknown","unknown","USD",8000,10000
"19",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Información Cuantitativa","Cinemex","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Fri, 30 Dec 2016 17:57:33 GMT","En Administración, <b>Actuaría</b>, Mercadotecnia, Finanzas o afín. Importante empresa de entretenimiento solicita:....","http://www.indeed.com.mx/viewjob?jk=4a58147aaf274a48&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","4a58147aaf274a48",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 21 días","","unknown","unknown","USD",NA,NA
"20",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Revenue Management","Volaris","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Wed, 28 Dec 2016 17:55:18 GMT","Licenciatura en Matemáticas, <b>Actuaría</b>, Ingeniería Industrial ó Ingeniería de Negocios. Volaris busca Analista de revenu Management....","http://www.indeed.com.mx/viewjob?jk=3b4a8278617cf5d5&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","3b4a8278617cf5d5",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 23 días","","unknown","unknown","USD",NA,NA
"21",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista Jr. de Estadística y Procesos","Cinemex","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Tue, 27 Dec 2016 05:51:13 GMT","Licenciatura en Economía, <b>Actuaría</b>, Finanzas, Ing Industrial o afines (Pasante o titulado). De Estadística y Procesos....","http://www.indeed.com.mx/viewjob?jk=9115fdc6cf7e0f0c&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","9115fdc6cf7e0f0c",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 24 días","","unknown","unknown","USD",NA,NA
"22",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista Mercado de Dinero","GRUPO FINANCIERO BANORTE","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Tue, 27 Dec 2016 05:50:53 GMT","Economía, <b>Actuaría</b>, Matemáticas, Finanzas, Contabilidad (Titulado, INDISPENSABLE). LA TERCER INSTITUCION FINANCIERA MÁS IMPORTANTE DEL PAIS....","http://www.indeed.com.mx/viewjob?jk=904da05d99e74205&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","904da05d99e74205",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 24 días","","unknown","unknown","USD",NA,NA
"23",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista Comercial URGENTE","Pearson","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Tue, 27 Dec 2016 05:50:47 GMT","En Contabilidad, Administración, Finanzas, Mercadotecnia, <b>Actuaría</b>, Sistemas o afín. Pearson , destacada empresa líder en soluciones educativas , invita a...","http://www.indeed.com.mx/viewjob?jk=2c7a463902d1faa6&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","2c7a463902d1faa6",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 24 días","","unknown","unknown","USD",NA,NA
"24",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Operaciones Financieras","GRUPO FINANCIERO BANORTE","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Tue, 27 Dec 2016 05:50:33 GMT","Economía, <b>Actuaría</b>, Matemáticas, Finanzas, Contabilidad (Pasante o Titulado). LA TERCER INSTITUCION FINANCIERA MÁS IMPORTANTE DEL PAIS....","http://www.indeed.com.mx/viewjob?jk=c3e95b6fea5ad3c4&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","c3e95b6fea5ad3c4",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 24 días","","unknown","unknown","USD",NA,NA
"25",2,"actuaria","","",TRUE,TRUE,421,1,25,0,"Analista de Información","Marti","Cuauhtémoc","DIF","MX","Cuauhtémoc, D. F.","Marti","Fri, 30 Dec 2016 22:10:58 GMT","OFRECEMOS Prestaciones de Ley. Vales de despensa. Caja de Ahorro. Descuentos y Beneficios en las empresas de Grupo Martí. REQUISITOS Licenciatura en...","http://www.indeed.com.mx/viewjob?jk=3b16134f1396d789&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5ccoah7oa3v","indeed_clk(this,'6181');","3b16134f1396d789",FALSE,FALSE,FALSE,"Cuauhtémoc, D. F.","hace 21 días","","unknown","unknown","USD",NA,NA
"26",2,"actuaria","","",TRUE,TRUE,421,26,50,1,"Analista de Base de datos Jr.","OPIX","Alvaro Obregón","DIF","MX","Alvaro Obregón, D. F.","bumeran.com.mx","Fri, 06 Jan 2017 06:06:29 GMT","Licenciatura en Informática Administrativa, <b>Actuaría</b>, Sistemas, Computación o afin. Reconocido Banco solicita:....","http://www.indeed.com.mx/viewjob?jk=4cdae52923d4f302&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5cheah7ne4m","indeed_clk(this,'6331');","4cdae52923d4f302",FALSE,FALSE,FALSE,"Alvaro Obregón, D. F.","hace 14 días","","unknown","unknown","USD",11000,11000
"27",2,"actuaria","","",TRUE,TRUE,421,26,50,1,"CBSU - Analista IIT Support & Projects","Banamex","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Banamex","Mon, 05 Dec 2016 19:29:42 GMT","Administración, Contaduría Pública, <b>Actuaría</b>, Economía, Sistemas Computacionales o carrera a fin. CBSU - Analista IIT Support &amp; Projects....","http://www.indeed.com.mx/viewjob?jk=0f3df287f1a8f1e2&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5cheah7ne4m","indeed_clk(this,'6331');","0f3df287f1a8f1e2",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"28",2,"actuaria","","",TRUE,TRUE,421,26,50,1,"Analista de Información Comercial","Financiera Independencia","Alvaro Obregón","DIF","MX","Alvaro Obregón, D. F.","Financiera Independencia","Mon, 19 Dec 2016 23:57:58 GMT","En Mercadotecnia, Administración, <b>Actuaría</b>, Sistemas o afín. Se encuentra en la búsqueda de talento clave para laborar en sus oficinas corporativas ubicadas en...","http://www.indeed.com.mx/viewjob?jk=ef8f9dbf78fefbb6&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5cheah7ne4m","indeed_clk(this,'6331');","ef8f9dbf78fefbb6",FALSE,FALSE,FALSE,"Alvaro Obregón, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"29",2,"actuaria","","",TRUE,TRUE,421,26,50,1,"CONTROL INTERNO","Bancomer","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Wed, 21 Dec 2016 05:41:09 GMT","Licenciatura en Administración, Economía, Ingeniero, <b>Actuaría</b> y/o Finanzas. El talento de nuestra gente nos hace la institución financiera más sólida del país....","http://www.indeed.com.mx/viewjob?jk=97e381cdaa0ab0a6&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5cheah7ne4m","indeed_clk(this,'6331');","97e381cdaa0ab0a6",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 30 días","","unknown","unknown","USD",23100,23100
"30",2,"actuaria","","",TRUE,TRUE,421,26,50,1,"ANALISTA DE PLANEACION ESTRATEGICA","Zurich Insurance Group","","","MX","México","Zurich Insurance Group","Fri, 02 Dec 2016 09:35:26 GMT","Licenciatura en <b>Actuaria</b>, Finanzas, Economía, Contaduría o Ingeniería Industria. Zurich es uno de los 5 mayores grupos aseguradores del mundo, con más de 140...","http://www.indeed.com.mx/viewjob?jk=a89c7fedd7e184a7&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5cheah7ne4m","indeed_clk(this,'6331');","a89c7fedd7e184a7",FALSE,FALSE,FALSE,"México","hace 30+ días","","unknown","unknown","USD",NA,NA
"31",2,"actuaria","","",TRUE,TRUE,421,26,50,1,"CBSU - Analista IIT Support & Projects","Citi","Benito Juárez","DIF","MX","Benito Juárez, D. F.","Citi","Tue, 06 Dec 2016 08:15:19 GMT","Administración, Contaduría Pública, <b>Actuaría</b>, Economía, Sistemas Computacionales o carrera a fin. Mexico,Distrito Federal,Benito Juárez....","http://www.indeed.com.mx/viewjob?jk=9d6a5e6078b8f7c6&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Bh_byP2F8i2GkwKcxxcL2R6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5cheah7ne4m","indeed_clk(this,'6331');","9d6a5e6078b8f7c6",FALSE,FALSE,FALSE,"Benito Juárez, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
