"","version","query","location","paginationPayload","dupefilter","highlight","totalResults","start","end","pageNumber","results.jobtitle","results.company","results.city","results.state","results.country","results.formattedLocation","results.source","results.date","results.snippet","results.url","results.onmousedown","results.jobkey","results.sponsored","results.expired","results.indeedApply","results.formattedLocationFull","results.formattedRelativeTime","results.stations","status","period","currency","minSal","maxSal"
"222",2,"actuaria","","",TRUE,TRUE,421,201,225,8,"Portafolio Manager","Banamex","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Banamex","Sat, 12 Nov 2016 05:07:38 GMT","Perfil del Puesto Vacante Escolaridad Licenciatura en ciencias computacionales/Informática, Ingeniería Industrial, Economía. Matemáticas o Actuaría, o...","http://www.indeed.com.mx/viewjob?jk=bda8fae222ffe407&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dicah7o8dk","indeed_clk(this,'7375');","bda8fae222ffe407",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"223",2,"actuaria","","",TRUE,TRUE,421,201,225,8,"Portafolio Manager","Citi","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Citi","Sun, 13 Nov 2016 09:46:06 GMT","Primary Location: Mexico,Distrito Federal Education: Bachelor's Degree Job Function: Administration Schedule: Full-time Shift: Day Job Employee Status:...","http://www.indeed.com.mx/viewjob?jk=47a5b1cf6c7c61ac&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dicah7o8dk","indeed_clk(this,'7375');","47a5b1cf6c7c61ac",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"224",2,"actuaria","","",TRUE,TRUE,421,201,225,8,"Gerente de Riesgos Reporte","Michael Page","Monterrey","NLE","MX","Monterrey, N. L.","Michael Page","Tue, 29 Nov 2016 22:38:45 GMT","Importante Corporativo. Descripción de la vacante Las principales responsabilidades son: Liderar al equipo que elaborara los diferentes reportes cotidianos...","http://www.indeed.com.mx/viewjob?jk=a4b7acf1704ec63c&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dicah7o8dk","indeed_clk(this,'7375');","a4b7acf1704ec63c",FALSE,FALSE,FALSE,"Monterrey, N. L.","hace 30+ días","","unknown","unknown","USD",50000,60000
"225",2,"actuaria","","",TRUE,TRUE,421,201,225,8,"BECARIO DE ECONOMIA O ACTUARIA – POLANCO- $5,000","Probecarios","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Trabajando.com","Fri, 30 Dec 2016 08:11:32 GMT","Te invitamos a participar en nuestro programa de becarios, estamos seguros que será una experiencia positiva para tu desarrollo profesional. Beneficios del","http://www.indeed.com.mx/viewjob?jk=9ac1c7d56b04b81f&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dicah7o8dk","indeed_clk(this,'7375');","9ac1c7d56b04b81f",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 21 días","","unknown","unknown","USD",NA,NA
"226",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Credit & Portfolio Analyst 2/Consumer Risk","Banamex","","NLE","MX","Nuevo León","Banamex","Fri, 18 Nov 2016 17:28:45 GMT","Escolaridad Licenciatura en Economia, Actuaría o Administracion. Experiencia Experiencia en manejo y analisis de información financiera Conocimientos...","http://www.indeed.com.mx/viewjob?jk=4434448e99b7bd31&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","4434448e99b7bd31",FALSE,FALSE,FALSE,"Nuevo León","hace 30+ días","","unknown","unknown","USD",NA,NA
"227",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Gerente de Reingenieria","Citi","","","MX","México","Citi","Fri, 18 Nov 2016 07:52:02 GMT","Matemáticas o <b>Actuaría</b>, o afines. Mexico,Distrito Federal,Miguel Hidalgo....","http://www.indeed.com.mx/viewjob?jk=7ea5479c6466a63c&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","7ea5479c6466a63c",FALSE,FALSE,FALSE,"México","hace 30+ días","","unknown","unknown","USD",NA,NA
"228",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"DM Business Analysis Manager 1","Citi","","","MX","México","Citi","Sat, 05 Nov 2016 10:53:12 GMT","O Licenciatura en <b>Actuaría</b>, Economía, Ingenierías o relacionadas con perfil analítico. Asia Pacific, Europe, Middle East, and Africa, Latin America;...","http://www.indeed.com.mx/viewjob?jk=4f99bfa485a838dd&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","4f99bfa485a838dd",FALSE,FALSE,FALSE,"México","hace 30+ días","","unknown","unknown","USD",NA,NA
"229",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Analista de riesgo crediticio (Recien egresados y hasta 2 años de experiencia)","American Chamber/Mexico","Alvaro Obregón","DIF","MX","Alvaro Obregón, D. F.","bumeran.com.mx","Thu, 05 Jan 2017 06:05:07 GMT","Licenciaturas económico administrativas (Contador público, Finanzas, Economía, Administración, Negocios internacionales, Ingeniería Industrial y <b>Actuaria</b>)....","http://www.indeed.com.mx/viewjob?jk=eed298689d71dd40&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","eed298689d71dd40",FALSE,FALSE,FALSE,"Alvaro Obregón, D. F.","hace 15 días","","unknown","unknown","USD",15000,20000
"230",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Program Lead","Banamex","Oriente","DUR","MX","Oriente, Dgo.","Banamex","Fri, 02 Dec 2016 00:10:38 GMT","Subdirector PMO GAME PLAN Requisitos: 1. Licenciatura (titulado): · Ingeniería en Sistemas · Matemáticas Aplicadas o Actuaría · Ingeniería...","http://www.indeed.com.mx/viewjob?jk=0b320eaac0c26212&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","0b320eaac0c26212",FALSE,FALSE,FALSE,"Oriente, Dgo.","hace 30+ días","","unknown","unknown","USD",NA,NA
"231",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"supervisor de produccion / planta de alimentos","ALIMENTOS DON AGUSTIN SA DE CV","Guadalupe","NLE","MX","Guadalupe, N. L.","Elnorte.com","Thu, 29 Dec 2016 14:55:07 GMT","Supervisar a la plantilla de 25 elementos y sus lideres de área. Revisar que los procesos de producción se elaboren conforme los procesos Prestaciones : De","http://www.indeed.com.mx/viewjob?jk=4c838645eea7ed5b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","4c838645eea7ed5b",FALSE,FALSE,FALSE,"Guadalupe, N. L.","hace 22 días","","unknown","unknown","USD",13000,13000
"232",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Spec Analytics Analyst 1","Banamex","Oriente","DUR","MX","Oriente, Dgo.","Banamex","Thu, 19 Jan 2017 01:21:14 GMT","Licenciatura en <b>Actuaría</b> (de preferencia), Economía, Ingenierías o relacionadas con perfil analítico; Funciones principales del puesto:....","http://www.indeed.com.mx/viewjob?jk=ed09db0342e2433b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","ed09db0342e2433b",FALSE,FALSE,FALSE,"Oriente, Dgo.","hace 2 días","","unknown","unknown","USD",NA,NA
"233",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Ops Support Analyst 2","Banamex","Oriente","DUR","MX","Oriente, Dgo.","Banamex","Tue, 17 Jan 2017 01:13:54 GMT","1. Licenciatura ( 100% de Créditos Terminados): · Actuaria · Matemáticas · Ing. Informática · Ing. de Sistemas · Afines a las arriba mencionadas 2","http://www.indeed.com.mx/viewjob?jk=39787cd639a052d6&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","39787cd639a052d6",FALSE,FALSE,FALSE,"Oriente, Dgo.","hace 4 días","","unknown","unknown","USD",NA,NA
"234",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Subdirector de Riesgo de Crédito","Michael Page","Monterrey","NLE","MX","Monterrey, N. L.","Michael Page","Thu, 05 Jan 2017 12:12:22 GMT","Ingeniero Industrial, Ingeniero Informática, <b>Actuario</b> o afín. Importante empresa del sector financiero con presencia a nivel nacional....","http://www.indeed.com.mx/viewjob?jk=4aa9facc2a861ea8&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","4aa9facc2a861ea8",FALSE,FALSE,FALSE,"Monterrey, N. L.","hace 15 días","","unknown","unknown","USD",50000,60000
"235",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"DCM Project Analyst 2","Banamex","Oriente","DUR","MX","Oriente, Dgo.","Banamex","Wed, 28 Dec 2016 07:35:36 GMT","DCM Project Analyst 2 Responsable del análisis, diseño y evaluación de modelos de información para la fuerza de ventas. Funciones principales del puesto:","http://www.indeed.com.mx/viewjob?jk=4cad414702df0cfe&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","4cad414702df0cfe",FALSE,FALSE,FALSE,"Oriente, Dgo.","hace 23 días","","unknown","unknown","USD",NA,NA
"236",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"DB Marketing Analyst 1","Banamex","Oriente","DUR","MX","Oriente, Dgo.","Banamex","Thu, 22 Dec 2016 19:16:15 GMT","Nombre del Puesto: ANALISTA DE INFORMACIÓN OBJETIVOS DEL PUESTO: 1. Desarrollar análisis estadístico para perfilar a los clientes para asignar un producto...","http://www.indeed.com.mx/viewjob?jk=2ebd612f73cbe905&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","2ebd612f73cbe905",FALSE,FALSE,FALSE,"Oriente, Dgo.","hace 29 días","","unknown","unknown","USD",NA,NA
"237",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Lic en actuaria experincia en elaboración de bases de datos","Kelly Services","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Kelly Services","Tue, 08 Nov 2016 21:28:57 GMT","Licenciatura concluida en áreas económica-administrativas, deseable de la carrera de <b>Actuaría</b>. Preferente, sexo femenino, de 26-35 años....","http://www.indeed.com.mx/viewjob?jk=d2ce96c3539aef8e&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","d2ce96c3539aef8e",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"238",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Becario Actuaría o Administración – Guadalajara","Probecarios","","JAL","MX","Jalisco","Trabajando.com","Wed, 04 Jan 2017 08:21:26 GMT","Pon en práctica tus conocimientos en una aseguradora internacional, ubicada dentro del listado de las mejores empresas para trabajar en México, siendo de las","http://www.indeed.com.mx/viewjob?jk=2fe66dc2d9ac982c&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","2fe66dc2d9ac982c",FALSE,FALSE,FALSE,"Jalisco","hace 16 días","","unknown","unknown","USD",NA,NA
"239",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Especialista Resurtido (SAMS)","Nestle","Cuautitlán","MEX","MX","Cuautitlán, Méx.","bumeran.com.mx","Thu, 29 Dec 2016 06:06:29 GMT","Escolaridad : Ing. Industrial, LAE, Actuaría, o a fin (titulado) Experiencia mínima de 3 años en empresas de consumo masivo dando seguimiento y medición con...","http://www.indeed.com.mx/viewjob?jk=28c9ba50a68149b1&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","28c9ba50a68149b1",FALSE,FALSE,FALSE,"Cuautitlán, Méx.","hace 22 días","","unknown","unknown","USD",NA,NA
"240",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"BECARIO DE AUXILIAR DE TRAMITES","Enlace Laboral","","YUC","MX","Yucatán","Enlace Laboral","Tue, 22 Nov 2016 09:18:35 GMT","<b>Actuaria</b>, Ingenieria Industrial, Contabilidad, Derecho o Carrera Tecnica. BECARIO AUXILIAR DE TRAMITES....","http://www.indeed.com.mx/viewjob?jk=d32fca6374df0ec5&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","d32fca6374df0ec5",FALSE,FALSE,FALSE,"Yucatán","hace 30+ días","","unknown","unknown","USD",3000,3000
"241",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Analista de riesgo crediticio (Recien egresados y hasta 2 años de experiencia)","","Alvaro Obregón","DIF","MX","Alvaro Obregón, D. F.","American Chamber Mexico","Thu, 05 Jan 2017 02:24:35 GMT","Licenciaturas económico administrativas (Contador público, Finanzas, Economía, Administración, Negocios internacionales, Ingeniería Industrial y <b>Actuaria</b>)....","http://www.indeed.com.mx/viewjob?jk=d91c019d9331fee7&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","d91c019d9331fee7",FALSE,FALSE,FALSE,"Alvaro Obregón, D. F.","hace 15 días","","unknown","unknown","USD",15000,20000
"242",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Analista Estadístico Jr - SAS y SQL indispensables $20,000 a $23,000 BRUTOS","OPIX","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Wed, 11 Jan 2017 06:13:43 GMT","Licenciatura en <b>Actuaría</b>, Matemáticas Aplicadas, Estadística, Economía o afines TITULADO O PASANTE. Importante empresa del Sector Financiero solicita:....","http://www.indeed.com.mx/viewjob?jk=55c680f4362fe192&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","55c680f4362fe192",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 9 días","","unknown","unknown","USD",19000,23000
"243",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"SUPERVISOR CALL CENTER","Sorteos Tec","Monterrey","NLE","MX","Monterrey, N. L.","Elnorte.com","Fri, 13 Jan 2017 02:48:30 GMT","Supervision de personal de call center, tiempos efectivos, manejo de sistema de llamadas, elaboracion reportes de produccion, registros de campañas.","http://www.indeed.com.mx/viewjob?jk=c69372835b7574a1&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","c69372835b7574a1",FALSE,FALSE,FALSE,"Monterrey, N. L.","hace 7 días","","unknown","unknown","USD",8200,8200
"244",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Becario de PlaneaciÓn de La Demanda - Interlomas","Sociedad Nacional Promotora de Becarios","Ciudad de México","DIF","MX","Ciudad de México, D. F.","www.empleonuevo.com","Tue, 03 Jan 2017 00:38:20 GMT","Únicamente estudiantes que terminen el total de sus materias en Diciembre 2017 de la carrera en Finanzas, <b>Actuaría</b>, Administración, Economía o Ing....","http://www.indeed.com.mx/viewjob?jk=517354b1d5d6a6f2&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","517354b1d5d6a6f2",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 18 días","","unknown","unknown","USD",6092,6092
"245",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Becario Análisis de Riesgos y Seguros - San Pedro, NL","Sociedad Nacional Promotora de Becarios, S.C.","","NLE","MX","Nuevo León","Unidep","Fri, 06 Jan 2017 22:02:24 GMT","Sólo ESTUDIANTES de <b>Actuaría</b>, Administración o Ingeniería Industrial o afín a partir de 6to semestre. Becario Análisis de Riesgos y Seguros - San Pedro, NL....","http://www.indeed.com.mx/viewjob?jk=149394a9c8b8a5c9&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","149394a9c8b8a5c9",FALSE,FALSE,FALSE,"Nuevo León","hace 14 días","","unknown","unknown","USD",3000,5000
"246",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Servicio Social / Prácticas Profesionales - Contabilidad, Actuaría y Matemáticas","Bolsa Mexicana de Valores","Ciudad de México","DIF","MX","Ciudad de México, D. F.","bumeran.com.mx","Tue, 27 Dec 2016 05:50:54 GMT","Licenciatura en Contabilidad o Contaduría Pública, en <b>Actuaría</b> e Ingeniería en Matemáticas (70% de créditos y recién egresado)....","http://www.indeed.com.mx/viewjob?jk=666329a5758b958b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","666329a5758b958b",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 24 días","","unknown","unknown","USD",NA,NA
"247",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"¿Discriminación por edad?","PAV","Monterrey","NLE","MX","Monterrey, N. L.","Elnorte.com","Thu, 12 Jan 2017 02:45:15 GMT","Directivo busca TALENTO para negocios, no edad. Sistema duplicable. Ingresos arriba del promedio. Opción en Monterrey. (81)23165572 o (0155)65829523","http://www.indeed.com.mx/viewjob?jk=8a8415f2a4abb98a&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","8a8415f2a4abb98a",FALSE,FALSE,FALSE,"Monterrey, N. L.","hace 8 días","","unknown","unknown","USD",2100,2100
"248",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Comprador(a) giro Alimentos","DEBSAI Consultores","San Pedro Garza García","NLE","MX","San Pedro Garza García, N. L.","Elnorte.com","Tue, 17 Jan 2017 03:02:33 GMT","Desarrollo de nuevos proveedores, control de inventarios, compras, generar ahorros y aumentar la calidad de los productos a comprar. Prestaciones :","http://www.indeed.com.mx/viewjob?jk=af994a680f245f16&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","af994a680f245f16",FALSE,FALSE,FALSE,"San Pedro Garza García, N. L.","hace 3 días","","unknown","unknown","USD",10000,10000
"249",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"Analista Debt Service Sr.","Equifax","Cuajimalpa","DIF","MX","Cuajimalpa, D. F.","Equifax","Wed, 26 Oct 2016 11:38:17 GMT","Objetivo Responsable de la gestión integral (mediante outsourcing) de carteras de clientes morosos/fallidos, principalmente en los sectores financieros,","http://www.indeed.com.mx/viewjob?jk=2b1e850d729c8a3b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","2b1e850d729c8a3b",FALSE,FALSE,FALSE,"Cuajimalpa, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"250",2,"actuaria","","",TRUE,TRUE,421,226,250,9,"PROYECTO EXPANSIÓN 2017","PAV","Monterrey","NLE","MX","Monterrey, N. L.","Elnorte.com","Wed, 04 Jan 2017 03:08:30 GMT","Director Nacional expandiendo mercado en Monterrey busca talento líder y ambicioso. Ingresos hasta triplicando el promedio. (55)6582-9523 Prestaciones :","http://www.indeed.com.mx/viewjob?jk=95a73e233d731a9f&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dmfah7obbv","indeed_clk(this,'7517');","95a73e233d731a9f",FALSE,FALSE,FALSE,"Monterrey, N. L.","hace 16 días","","unknown","unknown","USD",2100,2100
"251",2,"actuaria","","",TRUE,TRUE,421,251,275,10,"DM Business Analysis Manager 1","Banamex","Oriente","DUR","MX","Oriente, Dgo.","Banamex","Fri, 04 Nov 2016 21:47:38 GMT","Licenciatura en <b>Actuaría</b>, Economía, Ingenierías o relacionadas con perfil analítico. Coordinador Analytics – Decision Management....","http://www.indeed.com.mx/viewjob?jk=066cd9b6fb00be26&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dr4ah7ndgv","indeed_clk(this,'7666');","066cd9b6fb00be26",FALSE,FALSE,FALSE,"Oriente, Dgo.","hace 30+ días","","unknown","unknown","USD",NA,NA
"252",2,"actuaria","","",TRUE,TRUE,421,251,275,10,"VENTAS SEGUROS A EMPRESARIOS Y ALTOS EJECUTIVOS","gama vital","","NLE","MX","Nuevo León","Elnorte.com","Mon, 02 Jan 2017 21:04:01 GMT","PROSPECCIÓN, SEGUIMIENTO A CLIENTES CLAVES,RELACIONES PUBLICAS,VENTAS EJECUTIVAS Y EMPRESARIALES,DESARROLLO DE CARTERA,ALCANZAR OBJETIVOS TRIMESTRALES","http://www.indeed.com.mx/viewjob?jk=d2f429c4c519e923&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dr4ah7ndgv","indeed_clk(this,'7666');","d2f429c4c519e923",FALSE,FALSE,FALSE,"Nuevo León","hace 18 días","","unknown","unknown","USD",29999,29999
"253",2,"actuaria","","",TRUE,TRUE,421,251,275,10,"EJECUTIVOS DE VENTAS","Sorteos Tec","Monterrey","NLE","MX","Monterrey, N. L.","Elnorte.com","Sun, 15 Jan 2017 02:55:14 GMT","VENTA EN CAMPO, ATRACCION DE NUEVOS COLABORADORES, MANTENIMIENTO DE CARTERA VIGENTE, COBRANZA, ENTREGA DE BOLETAJES Prestaciones : BASE MAS COMISIONES, BONOS","http://www.indeed.com.mx/viewjob?jk=a71f10ecdf8c542f&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4Wa7oCiuU6sncF-TpXaOJIR6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5dr4ah7ndgv","indeed_clk(this,'7666');","a71f10ecdf8c542f",FALSE,FALSE,FALSE,"Monterrey, N. L.","hace 5 días","","unknown","unknown","USD",5000,5000
